code,value,lookup_id,parent_id,order,image_url,section,version
五菱宏光,五菱宏光,2,131,0,/cars/988.jpg,上汽通用五菱,1
五菱宏光V,五菱宏光V,2,131,0,/cars/989.jpg,上汽通用五菱,1
五菱荣光,五菱荣光,2,131,0,/cars/990.jpg,上汽通用五菱,1
五菱之光,五菱之光,2,131,0,/cars/991.jpg,上汽通用五菱,1
PN货车,PN货车,2,131,0,/cars/992.jpg,上汽通用五菱,1
五菱荣光小卡,五菱荣光小卡,2,131,0,/cars/993.jpg,上汽通用五菱,1
五菱征程,五菱征程,2,131,0,/cars/994.jpg,上汽通用五菱,1
D-MAX,D-MAX,2,132,0,/cars/995.jpg,江西五十铃,1
五十铃皮卡,五十铃皮卡,2,132,0,/cars/996.jpg,庆铃汽车,1
伊比飒Ibiza,伊比飒Ibiza,2,133,0,/cars/997.jpg,西雅特,1
LEON,LEON,2,133,0,/cars/998.jpg,西雅特,1
欧悦搏,欧悦搏,2,133,0,/cars/999.jpg,西雅特,1
瑞纳,瑞纳,2,134,0,/cars/1000.jpg,北京现代,1
瑞奕,瑞奕,2,134,0,/cars/1001.jpg,北京现代,1
悦动,悦动,2,134,0,/cars/1002.jpg,北京现代,1
朗动,朗动,2,134,0,/cars/1003.jpg,北京现代,1
伊兰特,伊兰特,2,134,0,/cars/1004.jpg,北京现代,1
名图,名图,2,134,0,/cars/1005.jpg,北京现代,1
索纳塔八,索纳塔八,2,134,0,/cars/1006.jpg,北京现代,1
索纳塔九,索纳塔九,2,134,0,/cars/1007.jpg,北京现代,1
北京现代ix25,北京现代ix25,2,134,0,/cars/1008.jpg,北京现代,1
途胜,途胜,2,134,0,/cars/1009.jpg,北京现代,1
北京现代ix35,北京现代ix35,2,134,0,/cars/1010.jpg,北京现代,1
全新胜达,全新胜达,2,134,0,/cars/1011.jpg,北京现代,1
康恩迪,康恩迪,2,134,0,/cars/1012.jpg,四川现代,1
Veloster飞思,Veloster飞思,2,134,0,/cars/1013.jpg,现代(进口),1
索纳塔(进口),索纳塔(进口),2,134,0,/cars/1014.jpg,现代(进口),1
雅尊,雅尊,2,134,0,/cars/1015.jpg,现代(进口),1
捷恩斯,捷恩斯,2,134,0,/cars/1016.jpg,现代(进口),1
雅科仕,雅科仕,2,134,0,/cars/1017.jpg,现代(进口),1
全新胜达(进口),全新胜达(进口),2,134,0,/cars/1018.jpg,现代(进口),1
格锐,格锐,2,134,0,/cars/1019.jpg,现代(进口),1
H-1辉翼,H-1辉翼,2,134,0,/cars/1020.jpg,现代(进口),1
劳恩斯-酷派,劳恩斯-酷派,2,134,0,/cars/1021.jpg,现代(进口),1
凯胜,凯胜,2,135,0,/cars/1022.jpg,新凯汽车,1
新凯凌特,新凯凌特,2,135,0,/cars/1023.jpg,新凯汽车,1
新凯威霆,新凯威霆,2,135,0,/cars/1024.jpg,新凯汽车,1
赛欧,赛欧,2,136,0,/cars/1025.jpg,通用雪佛兰,1
爱唯欧,爱唯欧,2,136,0,/cars/1026.jpg,通用雪佛兰,1
科鲁兹,科鲁兹,2,136,0,/cars/1027.jpg,通用雪佛兰,1
景程,景程,2,136,0,/cars/1028.jpg,通用雪佛兰,1
迈锐宝,迈锐宝,2,136,0,/cars/1029.jpg,通用雪佛兰,1
TRAX创酷,TRAX创酷,2,136,0,/cars/1030.jpg,通用雪佛兰,1
科帕奇,科帕奇,2,136,0,/cars/1031.jpg,通用雪佛兰,1
科迈罗Camaro,科迈罗Camaro,2,136,0,/cars/1032.jpg,雪佛兰(进口),1
雪铁龙C4L,雪铁龙C4L,2,137,0,/cars/1033.jpg,东风雪铁龙,1
世嘉,世嘉,2,137,0,/cars/1034.jpg,东风雪铁龙,1
爱丽舍,爱丽舍,2,137,0,/cars/1035.jpg,东风雪铁龙,1
雪铁龙C5,雪铁龙C5,2,137,0,/cars/1036.jpg,东风雪铁龙,1
雪铁龙C3-XR,雪铁龙C3-XR,2,137,0,/cars/1037.jpg,东风雪铁龙,1
毕加索,毕加索,2,137,0,/cars/1038.jpg,东风雪铁龙,1
"雪铁龙C4 Aircross","雪铁龙C4 Aircross",2,137,0,/cars/1039.jpg,雪铁龙(进口),1
C4毕加索,C4毕加索,2,137,0,/cars/1040.jpg,雪铁龙(进口),1
野马F10,野马F10,2,138,0,/cars/1041.jpg,野马汽车,1
野马F12,野马F12,2,138,0,/cars/1042.jpg,野马汽车,1
野马F16,野马F16,2,138,0,/cars/1043.jpg,野马汽车,1
野马T70,野马T70,2,138,0,/cars/1044.jpg,野马汽车,1
威志V2,威志V2,2,139,0,/cars/1045.jpg,天津一汽,1
威志V5,威志V5,2,139,0,/cars/1046.jpg,天津一汽,1
夏利,夏利,2,139,0,/cars/1047.jpg,天津一汽,1
夏利N5,夏利N5,2,139,0,/cars/1048.jpg,天津一汽,1
夏利N7,夏利N7,2,139,0,/cars/1049.jpg,天津一汽,1
骏派D60,骏派D60,2,139,0,/cars/1050.jpg,天津一汽,1
森雅S80,森雅S80,2,139,0,/cars/1051.jpg,一汽吉林,1
森雅M80,森雅M80,2,139,0,/cars/1052.jpg,一汽吉林,1
佳宝V52,佳宝V52,2,139,0,/cars/1053.jpg,一汽吉林,1
佳宝V55,佳宝V55,2,139,0,/cars/1054.jpg,一汽吉林,1
佳宝V75,佳宝V75,2,139,0,/cars/1055.jpg,一汽吉林,1
佳宝V77,佳宝V77,2,139,0,/cars/1056.jpg,一汽吉林,1
佳宝V80,佳宝V80,2,139,0,/cars/1057.jpg,一汽吉林,1
佳宝T50,佳宝T50,2,139,0,/cars/1058.jpg,一汽吉林,1
佳宝T51,佳宝T51,2,139,0,/cars/1059.jpg,一汽吉林,1
佳宝T57,佳宝T57,2,139,0,/cars/1060.jpg,一汽吉林,1
解放T80,解放T80,2,139,0,/cars/1061.jpg,一汽吉林,1
坤程,坤程,2,139,0,/cars/1062.jpg,一汽通用,1
宝迪,宝迪,2,140,0,/cars/1063.jpg,南京依维柯,1
得意,得意,2,140,0,/cars/1064.jpg,南京依维柯,1
英菲尼迪Q50L,英菲尼迪Q50L,2,141,0,/cars/1065.jpg,东风英菲尼迪,1
英菲尼迪QX50,英菲尼迪QX50,2,141,0,/cars/1066.jpg,东风英菲尼迪,1
英菲尼迪Q50,英菲尼迪Q50,2,141,0,/cars/1067.jpg,英菲尼迪(进口),1
英菲尼迪Q70,英菲尼迪Q70,2,141,0,/cars/1068.jpg,英菲尼迪(进口),1
英菲尼迪ESQ,英菲尼迪ESQ,2,141,0,/cars/1069.jpg,英菲尼迪(进口),1
英菲尼迪QX50(进口),英菲尼迪QX50(进口),2,141,0,/cars/1070.jpg,英菲尼迪(进口),1
英菲尼迪QX60,英菲尼迪QX60,2,141,0,/cars/1071.jpg,英菲尼迪(进口),1
英菲尼迪QX70,英菲尼迪QX70,2,141,0,/cars/1072.jpg,英菲尼迪(进口),1
英菲尼迪QX80,英菲尼迪QX80,2,141,0,/cars/1073.jpg,英菲尼迪(进口),1
英菲尼迪Q60,英菲尼迪Q60,2,141,0,/cars/1074.jpg,英菲尼迪(进口),1
英菲尼迪Q60S,英菲尼迪Q60S,2,141,0,/cars/1075.jpg,英菲尼迪(进口),1
英致G3,英致G3,2,142,0,/cars/1076.jpg,潍柴汽车,1
猎鹰,猎鹰,2,143,0,/cars/1077.jpg,永源汽车,1
永源A380,永源A380,2,143,0,/cars/1078.jpg,永源汽车,1
永源五星,永源五星,2,143,0,/cars/1079.jpg,永源汽车,1
知豆,知豆,2,144,0,/cars/1080.jpg,知豆电动车,1
中华豚,中华豚,2,145,0,/cars/1081.jpg,华晨中华,1
中华H220,中华H220,2,145,0,/cars/1082.jpg,华晨中华,1
中华H230,中华H230,2,145,0,/cars/1083.jpg,华晨中华,1
中华H320,中华H320,2,145,0,/cars/1084.jpg,华晨中华,1
中华H330,中华H330,2,145,0,/cars/1085.jpg,华晨中华,1
中华H530,中华H530,2,145,0,/cars/1086.jpg,华晨中华,1
中华骏捷FRV,中华骏捷FRV,2,145,0,/cars/1087.jpg,华晨中华,1
中华骏捷FSV,中华骏捷FSV,2,145,0,/cars/1088.jpg,华晨中华,1
中华骏捷,中华骏捷,2,145,0,/cars/1089.jpg,华晨中华,1
中华尊驰,中华尊驰,2,145,0,/cars/1090.jpg,华晨中华,1
中华V3,中华V3,2,145,0,/cars/1091.jpg,华晨中华,1
中华V5,中华V5,2,145,0,/cars/1092.jpg,华晨中华,1
中兴C3,中兴C3,2,146,0,/cars/1093.jpg,中兴汽车,1
中兴GX3,中兴GX3,2,146,0,/cars/1094.jpg,中兴汽车,1
无限,无限,2,146,0,/cars/1095.jpg,中兴汽车,1
昌铃,昌铃,2,146,0,/cars/1096.jpg,中兴汽车,1
旗舰A9,旗舰A9,2,146,0,/cars/1097.jpg,中兴汽车,1
威虎G3,威虎G3,2,146,0,/cars/1098.jpg,中兴汽车,1
威虎TUV,威虎TUV,2,146,0,/cars/1099.jpg,中兴汽车,1
江南TT,江南TT,2,147,0,/cars/1100.jpg,众泰汽车,1
云100,云100,2,147,0,/cars/1101.jpg,众泰汽车,1
众泰Z100,众泰Z100,2,147,0,/cars/1102.jpg,众泰汽车,1
众泰Z300,众泰Z300,2,147,0,/cars/1103.jpg,众泰汽车,1
众泰Z500,众泰Z500,2,147,0,/cars/1104.jpg,众泰汽车,1
众泰T200,众泰T200,2,147,0,/cars/1105.jpg,众泰汽车,1
众泰T600,众泰T600,2,147,0,/cars/1106.jpg,众泰汽车,1
众泰M300,众泰M300,2,147,0,/cars/1107.jpg,众泰汽车,1
众泰V10,众泰V10,2,147,0,/cars/1108.jpg,众泰汽车,1
